image_id,angle,speed,filename
3550,0.1875,0.0,3550.png
9103,0.6875,1.0,9103.png
11737,0.5,1.0,11737.png
2797,0.75,1.0,2797.png
6492,0.5,0.0,6492.png
2597,0.625,1.0,2597.png
7869,0.625,1.0,7869.png
10761,0.375,1.0,10761.png
964,0.6875,0.0,964.png
11798,0.75,1.0,11798.png
1129,0.875,1.0,1129.png
4063,0.5625,0.0,4063.png
9153,0.6875,0.0,9153.png
12169,0.625,0.0,12169.png
3243,0.75,1.0,3243.png
893,0.625,0.0,893.png
15122,0.9375,1.0,15122.png
5381,0.75,1.0,5381.png
2089,0.5,1.0,2089.png
6187,0.75,0.0,6187.png
9674,0.75,0.0,9674.png
6309,0.5,1.0,6309.png
4434,0.625,1.0,4434.png
4181,0.8125,1.0,4181.png
5098,0.4375,1.0,5098.png
7997,0.5,1.0,7997.png
13667,0.4375,1.0,13667.png
12658,0.4375,0.0,12658.png
2860,0.5625,1.0,2860.png
3611,0.625,1.0,3611.png
4075,0.1875,1.0,4075.png
3045,0.625,0.0,3045.png
406,0.8125,1.0,406.png
13219,0.4375,1.0,13219.png
1857,0.6875,1.0,1857.png
6823,0.5,1.0,6823.png
5405,0.5,0.0,5405.png
11218,0.4375,1.0,11218.png
16788,0.375,1.0,16788.png
29,0.5,0.0,29.png
4098,0.625,0.0,4098.png
2896,0.875,0.0,2896.png
9171,0.6875,0.0,9171.png
10470,0.75,1.0,10470.png
12430,0.75,0.0,12430.png
8633,0.6875,1.0,8633.png
1631,0.75,1.0,1631.png
11730,0.6875,1.0,11730.png
360,0.4375,1.0,360.png
16465,0.3125,0.0,16465.png
6515,0.8125,0.0,6515.png
17307,0.5,0.0,17307.png
1759,0.5625,0.0,1759.png
2297,0.5,1.0,2297.png
5395,0.6875,1.0,5395.png
1665,0.625,1.0,1665.png
15124,0.4375,0.0,15124.png
6693,0.6875,1.0,6693.png
6734,0.6875,1.0,6734.png
1305,0.125,1.0,1305.png
5107,0.4375,1.0,5107.png
1549,0.75,1.0,1549.png
6253,0.6875,1.0,6253.png
13347,0.5,1.0,13347.png
2476,0.6875,1.0,2476.png
11317,0.875,0.0,11317.png
12226,0.8125,1.0,12226.png
10780,0.5,1.0,10780.png
4262,0.5625,1.0,4262.png
11891,0.625,1.0,11891.png
7159,0.625,1.0,7159.png
9726,0.8125,1.0,9726.png
4673,0.6875,0.0,4673.png
100,0.5,1.0,100.png
10571,0.5,1.0,10571.png
2292,0.5625,1.0,2292.png
7379,0.75,1.0,7379.png
6913,0.4375,1.0,6913.png
1509,0.375,1.0,1509.png
5965,0.4375,1.0,5965.png
1379,0.5625,0.0,1379.png
220,0.875,1.0,220.png
6532,0.75,0.0,6532.png
8691,0.4375,0.0,8691.png
5947,0.6875,0.0,5947.png
12847,0.625,0.0,12847.png
8739,0.375,1.0,8739.png
9256,0.625,1.0,9256.png
12459,0.6875,0.0,12459.png
13557,0.6875,1.0,13557.png
3093,0.5625,1.0,3093.png
17314,0.5,0.0,17314.png
7331,0.875,1.0,7331.png
1775,0.5625,1.0,1775.png
880,0.75,0.0,880.png
8876,0.4375,1.0,8876.png
12851,0.625,1.0,12851.png
13564,0.6875,0.0,13564.png
5533,0.5625,1.0,5533.png
3664,0.4375,0.0,3664.png
1950,0.75,1.0,1950.png
9533,0.5,1.0,9533.png
3345,0.375,1.0,3345.png
9125,0.5625,1.0,9125.png
13244,0.625,1.0,13244.png
3630,0.6875,1.0,3630.png
11081,0.625,1.0,11081.png
4891,0.8125,1.0,4891.png
12028,0.75,1.0,12028.png
13749,0.5,1.0,13749.png
10665,0.8125,1.0,10665.png
12237,0.6875,1.0,12237.png
5677,0.5,0.0,5677.png
10412,0.8125,1.0,10412.png
2165,0.4375,1.0,2165.png
5432,0.75,1.0,5432.png
12556,0.4375,1.0,12556.png
344,0.75,0.0,344.png
12707,0.625,1.0,12707.png
5422,0.875,1.0,5422.png
7120,0.875,1.0,7120.png
11358,0.6875,1.0,11358.png
6988,0.6875,1.0,6988.png
9934,0.75,1.0,9934.png
11108,0.5,0.0,11108.png
2321,0.75,1.0,2321.png
4943,0.625,1.0,4943.png
11437,0.6875,1.0,11437.png
5573,0.75,1.0,5573.png
3599,0.5625,1.0,3599.png
6614,0.5625,0.0,6614.png
12536,0.4375,1.0,12536.png
2046,0.75,1.0,2046.png
10749,0.6875,1.0,10749.png
9679,0.6875,1.0,9679.png
797,0.8125,1.0,797.png
11205,0.5,0.0,11205.png
7874,0.8125,1.0,7874.png
6692,0.4375,1.0,6692.png
16628,0.125,1.0,16628.png
2653,0.4375,0.0,2653.png
12985,0.5625,1.0,12985.png
1659,0.8125,1.0,1659.png
4394,0.6875,1.0,4394.png
6736,0.625,1.0,6736.png
1113,0.6875,1.0,1113.png
5642,0.4375,1.0,5642.png
4309,0.625,1.0,4309.png
5586,0.4375,1.0,5586.png
7467,0.6875,1.0,7467.png
12258,0.625,1.0,12258.png
8417,0.4375,1.0,8417.png
12626,0.75,1.0,12626.png
5363,0.75,1.0,5363.png
13116,0.4375,1.0,13116.png
8501,0.4375,1.0,8501.png
2802,0.75,0.0,2802.png
11124,0.4375,1.0,11124.png
8563,0.75,1.0,8563.png
2333,0.75,1.0,2333.png
11102,0.625,0.0,11102.png
12120,0.625,1.0,12120.png
16290,0.5,0.0,16290.png
12758,0.75,0.0,12758.png
4509,0.5625,0.0,4509.png
4945,0.75,1.0,4945.png
4058,0.6875,1.0,4058.png
10640,0.375,0.0,10640.png
17251,0.4375,1.0,17251.png
7194,0.625,1.0,7194.png
6330,0.8125,1.0,6330.png
6483,0.4375,1.0,6483.png
11119,0.5,1.0,11119.png
703,0.625,0.0,703.png
4893,0.8125,1.0,4893.png
8320,0.75,0.0,8320.png
12514,0.5625,1.0,12514.png
6565,0.5,0.0,6565.png
2752,0.625,1.0,2752.png
12097,0.6875,1.0,12097.png
8430,0.75,1.0,8430.png
12392,0.5625,1.0,12392.png
12794,0.8125,1.0,12794.png
12737,0.625,1.0,12737.png
6746,0.625,1.0,6746.png
3181,0.8125,1.0,3181.png
11076,0.8125,1.0,11076.png
6011,0.3125,1.0,6011.png
13370,0.3125,0.0,13370.png
363,0.5625,1.0,363.png
7525,0.6875,1.0,7525.png
3108,0.25,0.0,3108.png
5431,0.75,1.0,5431.png
3865,0.8125,1.0,3865.png
11995,0.5,1.0,11995.png
4995,0.8125,1.0,4995.png
268,0.4375,0.0,268.png
11626,0.875,1.0,11626.png
5954,0.1875,1.0,5954.png
4137,0.6875,0.0,4137.png
3867,0.6875,1.0,3867.png
13742,0.75,1.0,13742.png
1157,0.4375,1.0,1157.png
177,0.8125,1.0,177.png
6442,0.5625,1.0,6442.png
16943,0.1875,1.0,16943.png
12726,0.625,1.0,12726.png
13267,0.5,0.0,13267.png
16653,0.6875,1.0,16653.png
13251,0.6875,1.0,13251.png
6969,0.375,1.0,6969.png
3487,0.8125,1.0,3487.png
12023,0.75,1.0,12023.png
5036,0.5625,1.0,5036.png
12760,0.6875,1.0,12760.png
7974,0.625,1.0,7974.png
11747,0.9375,1.0,11747.png
3548,0.3125,1.0,3548.png
779,0.5,0.0,779.png
5772,0.1875,1.0,5772.png
4884,0.6875,0.0,4884.png
16185,0.4375,1.0,16185.png
2964,0.5,0.0,2964.png
1533,0.4375,0.0,1533.png
5834,0.5625,1.0,5834.png
12135,0.5625,0.0,12135.png
13594,0.625,1.0,13594.png
11255,0.5,1.0,11255.png
7192,0.625,1.0,7192.png
8250,0.5,1.0,8250.png
7843,0.8125,1.0,7843.png
16827,0.3125,1.0,16827.png
5344,0.5625,1.0,5344.png
10680,0.375,1.0,10680.png
541,0.75,1.0,541.png
5828,0.5625,0.0,5828.png
12047,0.375,1.0,12047.png
1203,0.5,1.0,1203.png
12686,0.5,1.0,12686.png
12466,0.75,1.0,12466.png
10494,0.5625,1.0,10494.png
10746,0.5625,0.0,10746.png
10263,0.3125,1.0,10263.png
1091,0.4375,1.0,1091.png
5460,0.5625,1.0,5460.png
12831,0.5625,1.0,12831.png
2080,0.5625,0.0,2080.png
7842,0.5625,1.0,7842.png
13307,0.75,0.0,13307.png
13081,0.8125,1.0,13081.png
8835,0.3125,0.0,8835.png
15078,0.5,0.0,15078.png
12877,0.6875,1.0,12877.png
12796,0.5625,0.0,12796.png
8516,0.6875,1.0,8516.png
1748,0.4375,1.0,1748.png
10024,0.4375,0.0,10024.png
10326,0.75,0.0,10326.png
7744,0.6875,0.0,7744.png
5835,0.75,0.0,5835.png
1049,0.5,1.0,1049.png
7629,0.625,0.0,7629.png
14,0.875,1.0,14.png
544,0.4375,1.0,544.png
7268,0.6875,0.0,7268.png
4248,0.75,1.0,4248.png
112,0.5,1.0,112.png
2922,0.4375,1.0,2922.png
11581,0.625,1.0,11581.png
7785,0.6875,1.0,7785.png
2596,0.8125,1.0,2596.png
6073,0.75,1.0,6073.png
11053,0.5,1.0,11053.png
13504,0.4375,1.0,13504.png
9360,0.4375,0.0,9360.png
13352,0.625,1.0,13352.png
13510,0.75,1.0,13510.png
2739,0.75,1.0,2739.png
4002,0.8125,1.0,4002.png
1487,0.0,1.0,1487.png
5388,0.6875,1.0,5388.png
8186,0.75,1.0,8186.png
8968,0.75,0.0,8968.png
9782,0.6875,0.0,9782.png
6559,0.4375,1.0,6559.png
1177,0.4375,1.0,1177.png
5336,0.5,0.0,5336.png
5705,0.125,1.0,5705.png
13124,0.625,0.0,13124.png
17252,0.4375,1.0,17252.png
47,0.75,0.0,47.png
9733,0.3125,1.0,9733.png
12793,0.75,0.0,12793.png
1145,0.4375,1.0,1145.png
8752,0.5,0.0,8752.png
11957,0.75,0.0,11957.png
9288,0.8125,1.0,9288.png
9910,0.625,0.0,9910.png
12569,0.25,1.0,12569.png
16761,0.4375,1.0,16761.png
9251,0.5,1.0,9251.png
6817,0.8125,1.0,6817.png
8360,0.75,1.0,8360.png
10896,0.25,1.0,10896.png
1504,0.4375,1.0,1504.png
259,0.75,1.0,259.png
16231,0.5,0.0,16231.png
8839,0.4375,1.0,8839.png
9802,0.625,1.0,9802.png
5054,0.6875,1.0,5054.png
9628,0.5625,1.0,9628.png
16796,0.75,1.0,16796.png
8291,0.625,1.0,8291.png
6616,0.3125,1.0,6616.png
16682,0.625,1.0,16682.png
9721,0.5625,1.0,9721.png
12302,0.625,1.0,12302.png
17510,0.5,0.0,17510.png
3508,0.6875,0.0,3508.png
795,0.875,1.0,795.png
2144,0.4375,1.0,2144.png
1931,0.875,0.0,1931.png
7281,0.625,1.0,7281.png
10184,0.8125,1.0,10184.png
1666,0.375,1.0,1666.png
12064,0.5,1.0,12064.png
8017,0.8125,1.0,8017.png
13142,0.75,1.0,13142.png
16929,0.5625,1.0,16929.png
13693,0.5625,1.0,13693.png
13474,0.5,1.0,13474.png
4660,0.5625,0.0,4660.png
5371,0.4375,1.0,5371.png
3521,0.4375,1.0,3521.png
4277,0.25,0.0,4277.png
13417,0.375,1.0,13417.png
5476,0.625,1.0,5476.png
13149,0.75,0.0,13149.png
5433,0.625,1.0,5433.png
11947,0.8125,1.0,11947.png
11889,0.25,1.0,11889.png
1026,0.6875,1.0,1026.png
12032,0.8125,1.0,12032.png
3280,0.625,1.0,3280.png
1065,0.75,1.0,1065.png
2801,0.6875,1.0,2801.png
5376,0.4375,0.0,5376.png
4218,0.75,1.0,4218.png
11683,0.75,1.0,11683.png
1984,0.75,1.0,1984.png
1326,0.5,1.0,1326.png
13156,0.6875,1.0,13156.png
11225,0.6875,1.0,11225.png
13331,0.5,1.0,13331.png
4729,0.5625,1.0,4729.png
7711,0.6875,1.0,7711.png
982,0.4375,1.0,982.png
1593,0.75,1.0,1593.png
746,0.5,1.0,746.png
9625,0.4375,1.0,9625.png
11406,0.5,1.0,11406.png
11343,0.75,1.0,11343.png
4908,0.5,1.0,4908.png
922,0.1875,1.0,922.png
402,0.625,1.0,402.png
3506,0.625,1.0,3506.png
5666,0.5625,0.0,5666.png
4056,0.6875,1.0,4056.png
8635,0.3125,0.0,8635.png
1680,0.5,0.0,1680.png
12963,0.625,1.0,12963.png
8091,0.8125,1.0,8091.png
1967,0.625,0.0,1967.png
4216,0.5625,0.0,4216.png
11810,0.6875,0.0,11810.png
6112,0.8125,1.0,6112.png
11703,0.5,0.0,11703.png
9430,0.75,1.0,9430.png
503,0.4375,1.0,503.png
56,0.8125,1.0,56.png
12785,0.6875,1.0,12785.png
12810,0.5,0.0,12810.png
12904,0.625,1.0,12904.png
7900,0.875,1.0,7900.png
9208,0.5,1.0,9208.png
1225,0.375,1.0,1225.png
6694,0.5,1.0,6694.png
5191,0.8125,1.0,5191.png
6346,0.8125,1.0,6346.png
3381,0.75,1.0,3381.png
3212,0.5625,1.0,3212.png
8885,0.5,0.0,8885.png
2737,0.75,1.0,2737.png
11590,0.8125,1.0,11590.png
5635,0.625,0.0,5635.png
12083,0.3125,1.0,12083.png
11831,0.5,0.0,11831.png
12598,0.4375,1.0,12598.png
17239,0.6875,1.0,17239.png
4368,0.75,0.0,4368.png
3164,0.5625,1.0,3164.png
1488,0.875,1.0,1488.png
2626,0.8125,1.0,2626.png
17412,0.5,0.0,17412.png
3424,0.875,1.0,3424.png
16362,0.6875,0.0,16362.png
12788,0.5625,1.0,12788.png
7795,0.8125,0.0,7795.png
17392,0.5,0.0,17392.png
16852,0.4375,1.0,16852.png
11616,0.6875,1.0,11616.png
3030,0.75,1.0,3030.png
8642,0.6875,1.0,8642.png
6930,0.625,1.0,6930.png
9258,0.4375,1.0,9258.png
11391,0.25,1.0,11391.png
12304,0.6875,1.0,12304.png
4636,0.8125,0.0,4636.png
11131,0.4375,1.0,11131.png
5640,0.75,1.0,5640.png
4457,0.625,1.0,4457.png
8357,0.5,1.0,8357.png
11463,0.4375,1.0,11463.png
5689,0.8125,0.0,5689.png
8531,0.625,1.0,8531.png
7782,0.625,1.0,7782.png
9876,0.3125,0.0,9876.png
1050,0.75,1.0,1050.png
2305,0.375,0.0,2305.png
3107,0.75,1.0,3107.png
741,0.6875,0.0,741.png
13098,0.8125,0.0,13098.png
12460,0.5625,1.0,12460.png
1112,0.8125,1.0,1112.png
1935,0.9375,1.0,1935.png
12085,0.5,0.0,12085.png
9837,0.6875,1.0,9837.png
2521,0.5625,0.0,2521.png
7880,0.625,0.0,7880.png
8807,0.625,0.0,8807.png
17519,0.5,0.0,17519.png
4025,0.5,1.0,4025.png
3138,0.5625,1.0,3138.png
3226,0.625,1.0,3226.png
5957,0.75,1.0,5957.png
13786,0.75,0.0,13786.png
9170,0.5,0.0,9170.png
3503,0.5625,1.0,3503.png
5243,0.5625,1.0,5243.png
182,0.5,0.0,182.png
6643,0.6875,1.0,6643.png
12016,0.6875,1.0,12016.png
10608,0.75,1.0,10608.png
3478,0.6875,1.0,3478.png
5093,0.6875,0.0,5093.png
5354,0.4375,1.0,5354.png
6811,0.75,1.0,6811.png
2421,0.4375,1.0,2421.png
11844,0.75,0.0,11844.png
3360,0.6875,1.0,3360.png
11505,0.6875,1.0,11505.png
10756,0.5625,0.0,10756.png
720,0.25,1.0,720.png
6332,0.4375,1.0,6332.png
8750,0.4375,0.0,8750.png
6439,0.75,1.0,6439.png
5274,0.6875,1.0,5274.png
12950,0.6875,1.0,12950.png
8422,0.5625,1.0,8422.png
13412,0.625,1.0,13412.png
13138,0.5,1.0,13138.png
16696,0.75,1.0,16696.png
6195,0.5,1.0,6195.png
2273,0.375,0.0,2273.png
7563,0.625,1.0,7563.png
13305,0.5625,1.0,13305.png
1595,0.6875,0.0,1595.png
9899,0.4375,0.0,9899.png
6376,0.75,0.0,6376.png
3974,0.75,1.0,3974.png
4308,0.5,1.0,4308.png
3749,0.4375,1.0,3749.png
3240,0.6875,0.0,3240.png
1002,0.75,1.0,1002.png
7806,0.8125,1.0,7806.png
8536,0.875,1.0,8536.png
10599,0.4375,1.0,10599.png
8078,0.75,1.0,8078.png
3331,0.4375,1.0,3331.png
4441,0.625,0.0,4441.png
7234,0.75,1.0,7234.png
10352,0.6875,1.0,10352.png
11586,0.8125,1.0,11586.png
8623,0.625,1.0,8623.png
5004,0.6875,1.0,5004.png
7574,0.75,1.0,7574.png
8788,0.5,0.0,8788.png
16735,0.5,1.0,16735.png
3634,0.5,1.0,3634.png
17586,0.5,1.0,17586.png
5142,0.5,1.0,5142.png
9624,0.125,1.0,9624.png
10527,0.125,1.0,10527.png
3712,0.4375,1.0,3712.png
8587,0.625,0.0,8587.png
11624,0.5,0.0,11624.png
2266,0.75,1.0,2266.png
13420,0.625,1.0,13420.png
11104,0.4375,0.0,11104.png
420,0.8125,1.0,420.png
7431,0.6875,1.0,7431.png
6127,0.6875,1.0,6127.png
1924,0.8125,1.0,1924.png
12228,0.4375,0.0,12228.png
7583,0.4375,1.0,7583.png
9515,0.5,1.0,9515.png
4323,0.125,1.0,4323.png
6183,0.75,0.0,6183.png
17573,0.4375,1.0,17573.png
4021,0.75,1.0,4021.png
7721,0.625,0.0,7721.png
11999,0.6875,0.0,11999.png
6718,0.5625,1.0,6718.png
7955,0.75,0.0,7955.png
3773,0.5,0.0,3773.png
5041,0.5,1.0,5041.png
10157,0.75,0.0,10157.png
3096,0.4375,1.0,3096.png
12888,0.875,1.0,12888.png
13212,0.6875,1.0,13212.png
2464,0.375,1.0,2464.png
5862,0.8125,1.0,5862.png
3453,0.5,1.0,3453.png
4071,0.5,1.0,4071.png
11086,0.6875,1.0,11086.png
12161,0.6875,1.0,12161.png
358,0.75,1.0,358.png
11888,0.75,1.0,11888.png
2343,0.625,1.0,2343.png
4620,0.9375,1.0,4620.png
8578,0.6875,1.0,8578.png
7789,0.9375,1.0,7789.png
13689,0.5625,1.0,13689.png
3492,0.4375,1.0,3492.png
3228,0.625,0.0,3228.png
4714,0.625,1.0,4714.png
5918,0.4375,1.0,5918.png
11370,0.8125,1.0,11370.png
5064,0.8125,1.0,5064.png
792,0.75,1.0,792.png
6019,0.5,0.0,6019.png
505,0.4375,1.0,505.png
3655,0.625,0.0,3655.png
9164,0.375,1.0,9164.png
4388,0.75,1.0,4388.png
10094,0.5,0.0,10094.png
5970,0.75,0.0,5970.png
8955,0.375,0.0,8955.png
10930,0.625,0.0,10930.png
5992,0.5,1.0,5992.png
4963,0.8125,1.0,4963.png
5361,0.5,1.0,5361.png
8735,0.75,1.0,8735.png
10660,0.6875,1.0,10660.png
211,0.625,0.0,211.png
3161,0.6875,0.0,3161.png
8579,0.1875,1.0,8579.png
2932,0.75,1.0,2932.png
203,0.1875,1.0,203.png
6933,0.5625,0.0,6933.png
518,0.6875,1.0,518.png
6032,0.625,1.0,6032.png
11070,0.5625,1.0,11070.png
11174,0.5,1.0,11174.png
13127,0.6875,0.0,13127.png
7724,0.5,1.0,7724.png
2794,0.625,1.0,2794.png
11427,0.8125,1.0,11427.png
16712,0.4375,1.0,16712.png
8897,0.625,1.0,8897.png
5472,0.5,1.0,5472.png
3152,0.375,1.0,3152.png
16838,0.4375,1.0,16838.png
5510,0.625,1.0,5510.png
4557,1.0,0.0,4557.png
15335,0.4375,0.0,15335.png
10080,0.875,1.0,10080.png
9464,0.4375,0.0,9464.png
7647,0.5625,1.0,7647.png
2429,0.5,1.0,2429.png
7797,0.4375,0.0,7797.png
15965,0.4375,1.0,15965.png
12973,0.6875,1.0,12973.png
3860,0.5625,1.0,3860.png
3661,0.6875,0.0,3661.png
2865,0.75,1.0,2865.png
11765,0.625,1.0,11765.png
1484,0.8125,1.0,1484.png
8043,0.75,1.0,8043.png
10433,0.8125,1.0,10433.png
3894,0.75,1.0,3894.png
12994,0.625,1.0,12994.png
10807,0.75,1.0,10807.png
9494,0.625,1.0,9494.png
16922,0.75,1.0,16922.png
3452,0.4375,1.0,3452.png
12932,0.8125,0.0,12932.png
12661,0.625,1.0,12661.png
21,0.625,1.0,21.png
9606,0.5,1.0,9606.png
42,0.5,1.0,42.png
11627,0.125,1.0,11627.png
1418,0.75,1.0,1418.png
1322,0.625,1.0,1322.png
12288,0.5625,1.0,12288.png
10675,0.625,0.0,10675.png
3718,0.5,1.0,3718.png
2867,0.4375,1.0,2867.png
7929,0.625,0.0,7929.png
10659,0.375,1.0,10659.png
3958,0.625,1.0,3958.png
5391,0.8125,1.0,5391.png
2258,0.625,1.0,2258.png
13013,0.625,1.0,13013.png
7554,0.875,1.0,7554.png
8034,0.4375,1.0,8034.png
10364,0.625,1.0,10364.png
11570,0.4375,1.0,11570.png
8761,0.5,1.0,8761.png
4050,0.6875,1.0,4050.png
181,0.75,1.0,181.png
4972,0.75,1.0,4972.png
2990,0.6875,1.0,2990.png
1757,0.4375,1.0,1757.png
3322,0.875,1.0,3322.png
11513,0.8125,1.0,11513.png
11759,0.75,1.0,11759.png
7896,0.5,1.0,7896.png
1858,0.5,0.0,1858.png
8211,0.8125,1.0,8211.png
12991,0.25,0.0,12991.png
16843,0.6875,1.0,16843.png
7013,0.5625,1.0,7013.png
3232,0.625,0.0,3232.png
6438,0.75,1.0,6438.png
4608,0.625,0.0,4608.png
13074,0.6875,1.0,13074.png
5116,0.4375,1.0,5116.png
4170,0.8125,1.0,4170.png
7571,0.75,1.0,7571.png
8199,0.4375,1.0,8199.png
13743,0.75,1.0,13743.png
6921,0.8125,1.0,6921.png
1274,0.375,1.0,1274.png
1107,0.375,0.0,1107.png
837,0.5,1.0,837.png
8723,0.6875,1.0,8723.png
10023,0.5625,1.0,10023.png
5894,0.625,0.0,5894.png
10971,0.4375,1.0,10971.png
11934,0.5,1.0,11934.png
2992,0.8125,1.0,2992.png
6962,0.5,1.0,6962.png
11773,0.5625,1.0,11773.png
11385,0.6875,1.0,11385.png
6901,0.625,1.0,6901.png
13776,0.8125,1.0,13776.png
5685,0.75,0.0,5685.png
2271,0.8125,0.0,2271.png
13288,0.4375,1.0,13288.png
3387,1.0,1.0,3387.png
3786,0.5,1.0,3786.png
9748,0.75,1.0,9748.png
3813,0.4375,1.0,3813.png
13520,0.6875,1.0,13520.png
5327,0.625,1.0,5327.png
12995,0.625,1.0,12995.png
6897,0.6875,0.0,6897.png
3898,0.5625,1.0,3898.png
6917,0.6875,1.0,6917.png
12345,0.5,0.0,12345.png
6206,0.3125,1.0,6206.png
8089,0.5,1.0,8089.png
12553,0.8125,0.0,12553.png
8766,0.125,1.0,8766.png
2600,0.6875,1.0,2600.png
8002,0.75,1.0,8002.png
8589,0.4375,1.0,8589.png
9785,0.75,0.0,9785.png
8818,0.375,0.0,8818.png
9186,0.5,1.0,9186.png
678,0.5625,1.0,678.png
8574,0.875,1.0,8574.png
9788,0.4375,1.0,9788.png
1687,0.6875,1.0,1687.png
858,0.5625,1.0,858.png
12165,0.8125,1.0,12165.png
3276,0.8125,0.0,3276.png
5147,0.5625,1.0,5147.png
15383,0.4375,0.0,15383.png
13558,0.6875,1.0,13558.png
6209,0.5,1.0,6209.png
11637,0.75,1.0,11637.png
11177,0.75,0.0,11177.png
5627,0.625,0.0,5627.png
11820,0.6875,0.0,11820.png
16799,0.75,1.0,16799.png
12437,0.4375,1.0,12437.png
4019,0.75,1.0,4019.png
955,0.6875,1.0,955.png
2539,0.875,1.0,2539.png
9627,0.5,0.0,9627.png
7541,0.5,1.0,7541.png
13238,0.75,0.0,13238.png
9806,0.1875,0.0,9806.png
4278,0.5,1.0,4278.png
569,0.5,1.0,569.png
9038,0.625,1.0,9038.png
5754,0.5,1.0,5754.png
12505,0.5,1.0,12505.png
7655,0.5,1.0,7655.png
9750,0.625,0.0,9750.png
9298,0.5625,0.0,9298.png
11965,0.6875,1.0,11965.png
12698,0.5,1.0,12698.png
8080,0.75,1.0,8080.png
11589,0.6875,1.0,11589.png
11329,0.4375,0.0,11329.png
6323,0.75,1.0,6323.png
7173,0.6875,1.0,7173.png
13583,0.5625,1.0,13583.png
4527,0.75,0.0,4527.png
10079,0.6875,0.0,10079.png
12870,0.5,0.0,12870.png
1780,0.875,1.0,1780.png
4695,0.75,1.0,4695.png
2872,0.625,1.0,2872.png
7549,0.625,1.0,7549.png
7199,0.875,1.0,7199.png
2523,0.75,1.0,2523.png
10059,0.6875,1.0,10059.png
3047,0.8125,1.0,3047.png
10895,0.75,1.0,10895.png
9896,0.5625,1.0,9896.png
6088,0.6875,0.0,6088.png
15377,0.4375,0.0,15377.png
13655,0.4375,1.0,13655.png
16182,0.5625,1.0,16182.png
10055,0.625,1.0,10055.png
11967,0.625,1.0,11967.png
6135,0.5,1.0,6135.png
2746,0.75,0.0,2746.png
16625,0.1875,1.0,16625.png
7077,0.625,1.0,7077.png
3904,0.5,0.0,3904.png
10251,0.625,0.0,10251.png
11495,0.5,1.0,11495.png
4164,0.5,1.0,4164.png
7775,0.8125,0.0,7775.png
12755,0.5,1.0,12755.png
2231,0.6875,1.0,2231.png
2920,0.8125,1.0,2920.png
9195,0.5625,1.0,9195.png
8584,0.6875,0.0,8584.png
12608,0.75,1.0,12608.png
11021,0.625,1.0,11021.png
3494,0.5625,0.0,3494.png
12702,0.625,1.0,12702.png
11198,0.6875,1.0,11198.png
3092,0.5,1.0,3092.png
10953,0.5625,1.0,10953.png
380,0.6875,0.0,380.png
3495,0.625,1.0,3495.png
8846,0.6875,1.0,8846.png
1819,0.5,1.0,1819.png
11011,0.4375,0.0,11011.png
11311,0.75,0.0,11311.png
9933,0.625,1.0,9933.png
11334,0.4375,1.0,11334.png
5447,0.375,0.0,5447.png
6413,0.75,1.0,6413.png
3742,0.75,1.0,3742.png
4467,0.5625,0.0,4467.png
5537,0.3125,0.0,5537.png
12534,0.6875,1.0,12534.png
17545,0.4375,1.0,17545.png
10272,0.625,1.0,10272.png
5555,0.6875,1.0,5555.png
5482,0.5,1.0,5482.png
8662,0.75,0.0,8662.png
6196,0.3125,0.0,6196.png
10087,0.5625,0.0,10087.png
12317,1.0,0.0,12317.png
13240,0.5,0.0,13240.png
7021,0.6875,0.0,7021.png
12294,0.5625,1.0,12294.png
7180,0.5,1.0,7180.png
4951,0.5625,1.0,4951.png
5186,0.75,1.0,5186.png
1266,0.125,1.0,1266.png
13421,0.75,1.0,13421.png
1133,0.75,1.0,1133.png
11873,0.75,1.0,11873.png
2866,0.625,1.0,2866.png
9418,0.5,0.0,9418.png
3239,0.5625,1.0,3239.png
11670,0.6875,1.0,11670.png
2967,0.5,1.0,2967.png
9488,0.4375,0.0,9488.png
1604,0.6875,1.0,1604.png
12579,0.6875,0.0,12579.png
10908,0.5,1.0,10908.png
7870,0.8125,1.0,7870.png
579,0.75,1.0,579.png
1673,0.625,1.0,1673.png
382,0.8125,1.0,382.png
13570,0.6875,1.0,13570.png
7000,0.375,1.0,7000.png
10566,0.75,1.0,10566.png
914,0.75,1.0,914.png
8643,0.4375,1.0,8643.png
5598,0.5625,0.0,5598.png
2118,0.4375,1.0,2118.png
426,0.6875,0.0,426.png
8215,0.75,1.0,8215.png
11791,0.75,0.0,11791.png
3968,0.6875,0.0,3968.png
17226,0.4375,1.0,17226.png
12483,0.8125,1.0,12483.png
3565,0.5,0.0,3565.png
545,0.75,0.0,545.png
4800,0.6875,1.0,4800.png
16570,0.3125,1.0,16570.png
1198,0.5625,1.0,1198.png
3836,0.9375,1.0,3836.png
1510,0.4375,1.0,1510.png
6091,0.8125,1.0,6091.png
3582,0.875,0.0,3582.png
12697,0.75,1.0,12697.png
7306,0.5625,1.0,7306.png
4404,0.5625,0.0,4404.png
2236,0.625,1.0,2236.png
7504,0.8125,1.0,7504.png
6500,0.75,1.0,6500.png
125,0.9375,1.0,125.png
1835,0.3125,1.0,1835.png
1062,0.75,0.0,1062.png
4267,0.6875,0.0,4267.png
1921,0.6875,1.0,1921.png
3812,0.625,1.0,3812.png
12799,0.75,0.0,12799.png
7893,0.5625,1.0,7893.png
11906,0.375,0.0,11906.png
17577,0.8125,1.0,17577.png
